"sales_id","total_price","quantity","price_per_unit","order_date","product_name"
1223,336,3,112,"2021-01-11","Cardigan"
1224,354,3,118,"2021-01-11","Flannel"
1225,282,3,94,"2021-01-11","Henley"
1226,230,2,115,"2021-01-11","Cropped"
1227,273,3,91,"2021-09-10","Pullover"
1228,186,2,93,"2021-09-10","Joggers"
1229,218,2,109,"2021-09-10","Peacoat"
1230,198,2,99,"2021-08-07","High-Waisted"
1231,117,1,117,"2021-08-07","Shearling"
1232,196,2,98,"2021-08-07","Camp Collared"
1233,186,2,93,"2021-08-07","Coach"
1234,351,3,117,"2021-09-26","Shearling"
1235,214,2,107,"2021-09-26","Denim"
1236,93,1,93,"2021-08-09","Joggers"
1237,294,3,98,"2021-08-09","Camp Collared"
1238,276,3,92,"2021-08-09","Denim"
1239,90,1,90,"2021-08-09","Relaxed Leg"
1240,208,2,104,"2021-08-09","Dress"
1241,194,2,97,"2021-02-12","Slim-Fit"
1242,204,2,102,"2021-02-12","Cargo Pants"
1243,104,1,104,"2021-02-12","Dress"
1244,194,2,97,"2021-02-12","Slim-Fit"
1245,273,3,91,"2021-02-12","Pullover"
1246,113,1,113,"2021-10-21","Chinos"
1247,113,1,113,"2021-10-21","Parka"
1248,208,2,104,"2021-10-21","Dress"
1249,104,1,104,"2021-10-21","Dress"
1250,226,2,113,"2021-10-21","Chinos"
1251,327,3,109,"2021-10-21","Mandarin Collar"
1252,109,1,109,"2021-08-16","Mandarin Collar"
1253,273,3,91,"2021-08-16","Pullover"
1254,182,2,91,"2021-08-16","Linen"
1255,234,2,117,"2021-07-13","Shearling"
1256,115,1,115,"2021-07-13","Cropped"
1257,210,2,105,"2021-07-13","Pleated"
1258,212,2,106,"2021-07-13","Chambray"
1259,100,1,100,"2021-07-13","Bomber"
1260,230,2,115,"2021-07-13","Cropped"
1261,194,2,97,"2021-02-06","Slim-Fit"
1262,288,3,96,"2021-02-06","Drawstring"
1263,282,3,94,"2021-02-06","Cords"
1264,107,1,107,"2021-02-06","Denim"
1265,279,3,93,"2021-05-22","Joggers"
1266,117,1,117,"2021-05-22","Shearling"
1267,204,2,102,"2021-05-22","Windbreaker"
1268,196,2,98,"2021-05-22","Leather"
1269,94,1,94,"2021-06-19","Henley"
1270,315,3,105,"2021-06-19","Cuban Collar"
1271,198,2,99,"2021-06-19","High-Waisted"
1272,354,3,118,"2021-06-19","Puffer"
1273,105,1,105,"2021-06-19","Cuban Collar"
1274,315,3,105,"2021-06-13","Pleated"
1275,279,3,93,"2021-06-13","Coach"
1276,180,2,90,"2021-06-13","Relaxed Leg"
1277,357,3,119,"2021-06-13","Casual Slim Fit"
1278,102,1,102,"2021-06-13","Cargo Pants"
1279,192,2,96,"2021-06-13","Oxford Cloth"
1280,180,2,90,"2021-07-04","Relaxed Leg"
1281,218,2,109,"2021-07-04","Peacoat"
1282,94,1,94,"2021-07-04","Henley"
1283,118,1,118,"2021-07-04","Puffer"
1284,117,1,117,"2021-07-04","Shearling"
1285,93,1,93,"2021-07-04","Coach"
1286,118,1,118,"2021-07-04","Puffer"
1287,98,1,98,"2021-03-10","Camp Collared"
1288,212,2,106,"2021-03-10","Chambray"
1289,218,2,109,"2021-03-10","Mandarin Collar"
1290,212,2,106,"2021-03-10","Chambray"
1291,105,1,105,"2021-03-10","Pleated"
1292,224,2,112,"2021-03-10","Tracksuit Bottoms"
1293,115,1,115,"2021-03-10","Cropped"
1294,95,1,95,"2021-09-11","Polo"
1295,210,2,105,"2021-09-11","Cuban Collar"
1296,282,3,94,"2021-09-11","Henley"
1297,279,3,93,"2021-09-11","Joggers"
1298,115,1,115,"2021-03-16","Cropped"
1299,105,1,105,"2021-03-16","Pleated"
1300,315,3,105,"2021-02-05","Pleated"
1301,357,3,119,"2021-02-05","Trench Coat"
1302,236,2,118,"2021-02-05","Flannel"
1303,119,1,119,"2021-03-02","Casual Slim Fit"
1304,210,2,105,"2021-03-02","Cuban Collar"
1305,204,2,102,"2021-03-02","Cargo Pants"
1306,339,3,113,"2021-03-02","Chinos"
1307,204,2,102,"2021-03-02","Cargo Pants"
1308,102,1,102,"2021-03-02","Cargo Pants"
1309,345,3,115,"2021-06-07","Cropped"
1310,95,1,95,"2021-06-07","Polo"
1311,106,1,106,"2021-06-07","Wool"
1312,96,1,96,"2021-06-07","Drawstring"
1313,117,1,117,"2021-01-20","Shearling"
1314,188,2,94,"2021-10-07","Cords"
1315,109,1,109,"2021-10-07","Peacoat"
1316,336,3,112,"2021-10-07","Cardigan"
1317,102,1,102,"2021-10-07","Windbreaker"
1318,96,1,96,"2021-04-13","Drawstring"
1319,204,2,102,"2021-04-13","Cargo Pants"
1320,354,3,118,"2021-04-13","Flannel"
1321,112,1,112,"2021-04-13","Tracksuit Bottoms"
1322,306,3,102,"2021-04-13","Windbreaker"
1323,100,1,100,"2021-04-13","Bomber"
1324,288,3,96,"2021-01-05","Oxford Cloth"
1325,315,3,105,"2021-01-05","Pleated"
1326,315,3,105,"2021-01-05","Pleated"
1327,214,2,107,"2021-01-05","Denim"
1328,113,1,113,"2021-01-05","Chinos"
1329,306,3,102,"2021-06-20","Cargo Pants"
1330,97,1,97,"2021-06-20","Slim-Fit"
1331,99,1,99,"2021-06-20","High-Waisted"
1332,279,3,93,"2021-06-20","Joggers"
1333,226,2,113,"2021-04-05","Parka"
1334,192,2,96,"2021-04-05","Drawstring"
1335,198,2,99,"2021-04-05","High-Waisted"
1336,196,2,98,"2021-04-05","Camp Collared"
1337,327,3,109,"2021-04-05","Peacoat"
1338,270,3,90,"2021-04-05","Relaxed Leg"
1339,184,2,92,"2021-04-05","Denim"
1340,210,2,105,"2021-01-30","Pleated"
1341,196,2,98,"2021-01-30","Leather"
1342,354,3,118,"2021-01-30","Flannel"
1343,95,1,95,"2021-01-30","Polo"
1344,93,1,93,"2021-01-30","Coach"
1345,106,1,106,"2021-01-30","Chambray"
1346,300,3,100,"2021-07-25","Bomber"
1347,192,2,96,"2021-07-25","Oxford Cloth"
1348,318,3,106,"2021-07-25","Wool"
1349,119,1,119,"2021-07-25","Trench Coat"
1350,93,1,93,"2021-07-25","Joggers"
1351,92,1,92,"2021-07-25","Denim"
1352,327,3,109,"2021-07-25","Peacoat"
1353,102,1,102,"2021-01-07","Windbreaker"
1354,297,3,99,"2021-01-07","High-Waisted"
1355,118,1,118,"2021-01-07","Puffer"
1356,93,1,93,"2021-07-03","Coach"
1357,318,3,106,"2021-07-03","Wool"
1358,354,3,118,"2021-07-03","Puffer"
1359,93,1,93,"2021-07-03","Coach"
1360,297,3,99,"2021-07-03","High-Waisted"
1361,112,1,112,"2021-07-03","Cardigan"
1362,109,1,109,"2021-07-03","Mandarin Collar"
1363,282,3,94,"2021-07-03","Henley"
1364,312,3,104,"2021-07-03","Dress"
1365,208,2,104,"2021-03-30","Dress"
1366,98,1,98,"2021-03-30","Leather"
1367,118,1,118,"2021-03-30","Puffer"
1368,210,2,105,"2021-03-30","Pleated"
1369,112,1,112,"2021-03-30","Cardigan"
1370,214,2,107,"2021-03-30","Denim"
1371,236,2,118,"2021-03-30","Flannel"
1372,230,2,115,"2021-03-30","Cropped"
1373,104,1,104,"2021-09-04","Dress"
1374,112,1,112,"2021-09-04","Tracksuit Bottoms"
1375,315,3,105,"2021-09-04","Pleated"
1376,345,3,115,"2021-09-04","Cropped"
1377,182,2,91,"2021-09-04","Linen"
1378,112,1,112,"2021-09-04","Cardigan"
1379,115,1,115,"2021-09-04","Cropped"
1380,105,1,105,"2021-09-04","Cuban Collar"
1381,357,3,119,"2021-09-04","Casual Slim Fit"
1382,93,1,93,"2021-04-29","Joggers"
1383,180,2,90,"2021-04-29","Relaxed Leg"
1384,210,2,105,"2021-09-25","Pleated"
1385,194,2,97,"2021-09-25","Slim-Fit"
1386,109,1,109,"2021-01-05","Peacoat"
1387,318,3,106,"2021-01-05","Wool"
1388,357,3,119,"2021-01-05","Trench Coat"
1389,182,2,91,"2021-01-05","Pullover"
1390,315,3,105,"2021-01-05","Cuban Collar"
1391,109,1,109,"2021-01-05","Peacoat"
1392,97,1,97,"2021-09-09","Slim-Fit"
1393,336,3,112,"2021-09-09","Cardigan"
1394,327,3,109,"2021-09-09","Peacoat"
1395,354,3,118,"2021-10-13","Flannel"
1396,306,3,102,"2021-10-13","Windbreaker"
1397,119,1,119,"2021-10-13","Trench Coat"
1398,306,3,102,"2021-10-13","Windbreaker"
1399,182,2,91,"2021-10-13","Pullover"
1400,282,3,94,"2021-10-13","Cords"
1401,105,1,105,"2021-10-13","Pleated"
1402,226,2,113,"2021-10-13","Chinos"
1403,119,1,119,"2021-10-13","Casual Slim Fit"
1404,234,2,117,"2021-01-26","Shearling"
1405,107,1,107,"2021-01-26","Denim"
1406,102,1,102,"2021-01-26","Cargo Pants"
1407,224,2,112,"2021-01-26","Cardigan"
1408,236,2,118,"2021-01-26","Puffer"
1409,218,2,109,"2021-01-26","Peacoat"
1410,312,3,104,"2021-01-26","Dress"
1411,90,1,90,"2021-01-26","Relaxed Leg"
1412,236,2,118,"2021-01-26","Puffer"
1413,204,2,102,"2021-01-26","Cargo Pants"
1414,91,1,91,"2021-08-01","Pullover"
1415,273,3,91,"2021-08-01","Pullover"
1416,192,2,96,"2021-08-01","Drawstring"
1417,339,3,113,"2021-08-01","Chinos"
1418,91,1,91,"2021-08-01","Linen"
1419,321,3,107,"2021-01-12","Denim"
1420,351,3,117,"2021-01-12","Shearling"
1421,273,3,91,"2021-01-12","Pullover"
1422,210,2,105,"2021-01-12","Cuban Collar"
1423,106,1,106,"2021-01-12","Chambray"
1424,117,1,117,"2021-01-12","Shearling"
1425,291,3,97,"2021-03-26","Slim-Fit"
1426,339,3,113,"2021-03-26","Parka"
1427,112,1,112,"2021-03-26","Tracksuit Bottoms"
1428,192,2,96,"2021-03-26","Drawstring"
1429,294,3,98,"2021-03-26","Camp Collared"
1430,224,2,112,"2021-03-26","Tracksuit Bottoms"
1431,218,2,109,"2021-08-05","Peacoat"
1432,212,2,106,"2021-08-05","Wool"
1433,204,2,102,"2021-08-05","Cargo Pants"
1434,93,1,93,"2021-08-05","Joggers"
1435,186,2,93,"2021-08-05","Joggers"
1436,276,3,92,"2021-08-05","Denim"
1437,109,1,109,"2021-08-05","Mandarin Collar"
1438,98,1,98,"2021-08-28","Leather"
1439,300,3,100,"2021-08-28","Bomber"
1440,224,2,112,"2021-08-28","Tracksuit Bottoms"
1441,98,1,98,"2021-08-28","Camp Collared"
1442,96,1,96,"2021-08-28","Oxford Cloth"
1443,105,1,105,"2021-08-28","Pleated"
1444,113,1,113,"2021-03-05","Chinos"
1445,200,2,100,"2021-03-05","Bomber"
1446,118,1,118,"2021-10-22","Flannel"
1447,208,2,104,"2021-10-22","Dress"
1448,354,3,118,"2021-10-22","Puffer"
1449,354,3,118,"2021-10-22","Flannel"
1450,218,2,109,"2021-10-22","Mandarin Collar"
1451,336,3,112,"2021-06-15","Tracksuit Bottoms"
1452,95,1,95,"2021-06-15","Polo"
1453,238,2,119,"2021-06-15","Casual Slim Fit"
1454,113,1,113,"2021-06-15","Chinos"
1455,109,1,109,"2021-06-15","Peacoat"
1456,282,3,94,"2021-06-15","Cords"
1457,226,2,113,"2021-06-15","Parka"
1458,226,2,113,"2021-06-15","Chinos"
1459,109,1,109,"2021-06-15","Peacoat"
1460,194,2,97,"2021-06-15","Slim-Fit"
1461,194,2,97,"2021-09-11","Slim-Fit"
1462,226,2,113,"2021-09-11","Parka"
1463,113,1,113,"2021-09-11","Parka"
1464,218,2,109,"2021-09-11","Peacoat"
1465,279,3,93,"2021-09-11","Joggers"
1466,196,2,98,"2021-09-11","Leather"
1467,182,2,91,"2021-01-12","Linen"
1468,273,3,91,"2021-01-12","Linen"
1469,339,3,113,"2021-01-12","Parka"
1470,98,1,98,"2021-01-12","Camp Collared"
1471,306,3,102,"2021-01-12","Windbreaker"
1472,182,2,91,"2021-01-12","Linen"
1473,336,3,112,"2021-01-12","Tracksuit Bottoms"
1474,204,2,102,"2021-09-30","Windbreaker"
1475,180,2,90,"2021-06-21","Relaxed Leg"
1476,351,3,117,"2021-06-21","Shearling"
1477,273,3,91,"2021-06-21","Linen"
1478,285,3,95,"2021-06-21","Polo"
1479,194,2,97,"2021-06-21","Slim-Fit"
1480,230,2,115,"2021-06-21","Cropped"
1481,93,1,93,"2021-06-19","Joggers"
1482,196,2,98,"2021-06-19","Leather"
1483,96,1,96,"2021-06-19","Drawstring"
1484,224,2,112,"2021-09-02","Cardigan"
1485,100,1,100,"2021-09-02","Bomber"
1486,192,2,96,"2021-09-02","Oxford Cloth"
1487,357,3,119,"2021-09-02","Casual Slim Fit"
1488,273,3,91,"2021-04-10","Linen"
1489,336,3,112,"2021-04-10","Cardigan"
1490,354,3,118,"2021-04-10","Flannel"
1491,339,3,113,"2021-04-10","Chinos"
1492,236,2,118,"2021-04-10","Flannel"
1493,357,3,119,"2021-07-09","Trench Coat"
1494,102,1,102,"2021-07-09","Windbreaker"
1495,196,2,98,"2021-07-09","Camp Collared"
1496,210,2,105,"2021-07-09","Cuban Collar"
1497,327,3,109,"2021-10-16","Peacoat"
1498,109,1,109,"2021-10-11","Mandarin Collar"
1499,282,3,94,"2021-10-11","Cords"
1500,186,2,93,"2021-10-11","Joggers"
1501,297,3,99,"2021-10-11","High-Waisted"
1502,112,1,112,"2021-02-13","Cardigan"
1503,339,3,113,"2021-02-13","Parka"
1504,288,3,96,"2021-02-13","Drawstring"
1505,119,1,119,"2021-01-07","Casual Slim Fit"
1506,188,2,94,"2021-01-07","Henley"
1507,186,2,93,"2021-04-25","Coach"
1508,180,2,90,"2021-04-25","Relaxed Leg"
1509,118,1,118,"2021-04-25","Flannel"
1510,345,3,115,"2021-04-25","Cropped"
1511,226,2,113,"2021-04-25","Chinos"
1512,218,2,109,"2021-03-07","Mandarin Collar"
1513,312,3,104,"2021-03-07","Dress"
1514,119,1,119,"2021-03-07","Casual Slim Fit"
1515,105,1,105,"2021-03-07","Pleated"
1516,210,2,105,"2021-07-06","Cuban Collar"
1517,192,2,96,"2021-07-06","Oxford Cloth"
1518,282,3,94,"2021-07-06","Cords"
1519,119,1,119,"2021-07-06","Trench Coat"
1520,182,2,91,"2021-07-06","Linen"
1521,236,2,118,"2021-07-06","Flannel"
1522,282,3,94,"2021-07-06","Cords"
1523,226,2,113,"2021-07-06","Parka"
1524,117,1,117,"2021-07-06","Shearling"
1525,336,3,112,"2021-07-06","Tracksuit Bottoms"
1526,97,1,97,"2021-07-06","Slim-Fit"
1527,294,3,98,"2021-06-02","Leather"
1528,98,1,98,"2021-06-02","Camp Collared"
1529,204,2,102,"2021-06-02","Cargo Pants"
1530,279,3,93,"2021-06-02","Joggers"
1531,214,2,107,"2021-06-02","Denim"
1532,276,3,92,"2021-06-02","Denim"
1533,294,3,98,"2021-06-02","Leather"
1534,96,1,96,"2021-06-02","Oxford Cloth"
1535,226,2,113,"2021-08-14","Chinos"
1536,351,3,117,"2021-08-14","Shearling"
1537,282,3,94,"2021-08-14","Cords"
1538,336,3,112,"2021-08-14","Tracksuit Bottoms"
1539,98,1,98,"2021-08-14","Camp Collared"
1540,351,3,117,"2021-08-14","Shearling"
1541,288,3,96,"2021-08-14","Drawstring"
1542,113,1,113,"2021-04-05","Parka"
1543,115,1,115,"2021-04-05","Cropped"
1544,273,3,91,"2021-04-05","Linen"
1545,279,3,93,"2021-09-12","Joggers"
1546,91,1,91,"2021-09-12","Linen"
1547,186,2,93,"2021-09-12","Joggers"
1548,354,3,118,"2021-09-12","Flannel"
1549,285,3,95,"2021-04-23","Polo"
1550,238,2,119,"2021-04-23","Casual Slim Fit"
1551,93,1,93,"2021-01-31","Coach"
1552,113,1,113,"2021-01-31","Chinos"
1553,196,2,98,"2021-01-31","Leather"
1554,102,1,102,"2021-08-22","Cargo Pants"
1555,105,1,105,"2021-08-22","Pleated"
1556,99,1,99,"2021-08-22","High-Waisted"
1557,273,3,91,"2021-08-22","Linen"
1558,119,1,119,"2021-08-22","Casual Slim Fit"
1559,96,1,96,"2021-08-22","Drawstring"
1560,336,3,112,"2021-08-22","Cardigan"
1561,306,3,102,"2021-08-22","Cargo Pants"
1562,336,3,112,"2021-08-22","Tracksuit Bottoms"
1563,117,1,117,"2021-08-22","Shearling"
1564,226,2,113,"2021-08-22","Chinos"
1565,236,2,118,"2021-08-26","Puffer"
1566,288,3,96,"2021-08-26","Drawstring"
1567,113,1,113,"2021-08-26","Parka"
1568,224,2,112,"2021-08-26","Cardigan"
1569,90,1,90,"2021-08-26","Relaxed Leg"
1570,94,1,94,"2021-08-26","Cords"
1571,112,1,112,"2021-08-26","Cardigan"
1572,188,2,94,"2021-08-26","Cords"
1573,192,2,96,"2021-08-26","Drawstring"
1574,212,2,106,"2021-08-17","Chambray"
1575,182,2,91,"2021-08-17","Pullover"
1576,212,2,106,"2021-08-17","Wool"
1577,97,1,97,"2021-08-17","Slim-Fit"
1578,196,2,98,"2021-08-17","Leather"
1579,109,1,109,"2021-08-17","Mandarin Collar"
1580,273,3,91,"2021-08-17","Linen"
1581,192,2,96,"2021-03-23","Drawstring"
1582,279,3,93,"2021-03-23","Coach"
1583,318,3,106,"2021-03-23","Wool"
1584,107,1,107,"2021-03-23","Denim"
1585,182,2,91,"2021-03-23","Pullover"
1586,282,3,94,"2021-03-23","Henley"
1587,208,2,104,"2021-03-23","Dress"
1588,186,2,93,"2021-03-23","Joggers"
1589,184,2,92,"2021-07-05","Denim"
1590,276,3,92,"2021-07-05","Denim"
1591,279,3,93,"2021-07-05","Coach"
1592,190,2,95,"2021-07-05","Polo"
1593,327,3,109,"2021-07-05","Peacoat"
1594,339,3,113,"2021-05-11","Chinos"
1595,113,1,113,"2021-05-11","Chinos"
1596,238,2,119,"2021-06-22","Casual Slim Fit"
1597,98,1,98,"2021-06-22","Leather"
1598,339,3,113,"2021-06-22","Parka"
1599,180,2,90,"2021-07-28","Relaxed Leg"
1600,104,1,104,"2021-07-28","Dress"
1601,107,1,107,"2021-07-28","Denim"
1602,118,1,118,"2021-07-28","Flannel"
1603,306,3,102,"2021-07-28","Windbreaker"
1604,357,3,119,"2021-07-28","Trench Coat"
1605,118,1,118,"2021-07-28","Flannel"
1606,94,1,94,"2021-07-28","Cords"
1607,96,1,96,"2021-04-14","Oxford Cloth"
1608,279,3,93,"2021-04-14","Joggers"
1609,102,1,102,"2021-04-14","Cargo Pants"
1610,180,2,90,"2021-04-30","Relaxed Leg"
1611,115,1,115,"2021-04-30","Cropped"
1612,94,1,94,"2021-04-30","Cords"
1613,109,1,109,"2021-04-30","Peacoat"
1614,294,3,98,"2021-04-30","Camp Collared"
1615,106,1,106,"2021-04-30","Chambray"
1616,224,2,112,"2021-03-12","Tracksuit Bottoms"
1617,351,3,117,"2021-03-12","Shearling"
1618,236,2,118,"2021-03-12","Flannel"
1619,204,2,102,"2021-03-12","Cargo Pants"
1620,186,2,93,"2021-03-12","Joggers"
1621,95,1,95,"2021-03-12","Polo"
1622,100,1,100,"2021-03-12","Bomber"
1623,315,3,105,"2021-03-12","Pleated"
1624,204,2,102,"2021-03-18","Cargo Pants"
1625,98,1,98,"2021-10-18","Camp Collared"
1626,345,3,115,"2021-10-18","Cropped"
1627,282,3,94,"2021-10-18","Cords"
1628,94,1,94,"2021-10-18","Cords"
1629,117,1,117,"2021-10-18","Shearling"
1630,276,3,92,"2021-10-18","Denim"
1631,321,3,107,"2021-10-18","Denim"
1632,327,3,109,"2021-05-12","Peacoat"
1633,273,3,91,"2021-05-12","Pullover"
1634,210,2,105,"2021-05-12","Cuban Collar"
1635,204,2,102,"2021-05-12","Cargo Pants"
1636,236,2,118,"2021-05-12","Flannel"
1637,112,1,112,"2021-05-12","Cardigan"
1638,99,1,99,"2021-05-12","High-Waisted"
1639,196,2,98,"2021-09-30","Leather"
1640,96,1,96,"2021-09-30","Oxford Cloth"
1641,182,2,91,"2021-09-30","Linen"
1642,234,2,117,"2021-05-25","Shearling"
1643,100,1,100,"2021-05-25","Bomber"
1644,291,3,97,"2021-05-25","Slim-Fit"
1645,94,1,94,"2021-05-25","Henley"
1646,224,2,112,"2021-05-25","Cardigan"
1647,192,2,96,"2021-08-02","Drawstring"
1648,190,2,95,"2021-08-02","Polo"
1649,91,1,91,"2021-08-02","Linen"
1650,236,2,118,"2021-08-02","Puffer"
1651,119,1,119,"2021-08-02","Casual Slim Fit"
1652,186,2,93,"2021-08-02","Coach"
1653,198,2,99,"2021-01-26","High-Waisted"
1654,93,1,93,"2021-01-26","Coach"
1655,234,2,117,"2021-01-26","Shearling"
1656,188,2,94,"2021-01-26","Henley"
1657,184,2,92,"2021-01-26","Denim"
1658,196,2,98,"2021-04-06","Leather"
1659,107,1,107,"2021-04-06","Denim"
1660,188,2,94,"2021-04-06","Henley"
1661,93,1,93,"2021-04-06","Coach"
1662,218,2,109,"2021-04-06","Peacoat"
1663,105,1,105,"2021-04-06","Cuban Collar"
1664,98,1,98,"2021-04-06","Leather"
1665,91,1,91,"2021-04-06","Linen"
1666,297,3,99,"2021-07-17","High-Waisted"
1667,212,2,106,"2021-07-17","Wool"
1668,226,2,113,"2021-07-17","Parka"
1669,276,3,92,"2021-02-07","Denim"
1670,204,2,102,"2021-02-07","Windbreaker"
1671,354,3,118,"2021-02-07","Flannel"
1672,306,3,102,"2021-02-07","Windbreaker"
1673,306,3,102,"2021-02-07","Cargo Pants"
1674,119,1,119,"2021-02-07","Casual Slim Fit"
1675,357,3,119,"2021-02-07","Casual Slim Fit"
1676,345,3,115,"2021-02-07","Cropped"
1677,288,3,96,"2021-08-24","Drawstring"
1678,93,1,93,"2021-08-24","Joggers"
1679,204,2,102,"2021-08-24","Cargo Pants"
1680,270,3,90,"2021-08-24","Relaxed Leg"
1681,112,1,112,"2021-08-24","Cardigan"
1682,204,2,102,"2021-08-24","Windbreaker"
1683,117,1,117,"2021-09-17","Shearling"
1684,188,2,94,"2021-09-17","Henley"
1685,327,3,109,"2021-09-17","Peacoat"
1686,192,2,96,"2021-08-16","Drawstring"
1687,354,3,118,"2021-08-16","Puffer"
1688,107,1,107,"2021-02-14","Denim"
1689,93,1,93,"2021-02-14","Coach"
1690,112,1,112,"2021-02-14","Cardigan"
1691,198,2,99,"2021-02-14","High-Waisted"
1692,94,1,94,"2021-03-23","Henley"
1693,119,1,119,"2021-03-23","Trench Coat"
1694,288,3,96,"2021-03-23","Oxford Cloth"
1695,306,3,102,"2021-03-23","Cargo Pants"
1696,98,1,98,"2021-03-23","Camp Collared"
1697,100,1,100,"2021-03-23","Bomber"
1698,236,2,118,"2021-03-23","Flannel"
1699,91,1,91,"2021-03-23","Pullover"
1700,210,2,105,"2021-03-23","Pleated"
1701,194,2,97,"2021-05-29","Slim-Fit"
1702,118,1,118,"2021-05-29","Puffer"
1703,97,1,97,"2021-05-29","Slim-Fit"
1704,279,3,93,"2021-05-29","Coach"
1705,336,3,112,"2021-10-07","Cardigan"
1706,327,3,109,"2021-10-07","Mandarin Collar"
1707,339,3,113,"2021-10-07","Chinos"
1708,218,2,109,"2021-10-07","Mandarin Collar"
1709,351,3,117,"2021-10-07","Shearling"
1710,188,2,94,"2021-10-07","Cords"
1711,92,1,92,"2021-04-13","Denim"
1712,184,2,92,"2021-04-13","Denim"
1713,118,1,118,"2021-04-13","Flannel"
1714,91,1,91,"2021-04-13","Pullover"
1715,200,2,100,"2021-04-13","Bomber"
1716,354,3,118,"2021-04-13","Puffer"
1717,315,3,105,"2021-02-14","Cuban Collar"
1718,357,3,119,"2021-02-14","Casual Slim Fit"
1719,106,1,106,"2021-02-14","Wool"
1720,109,1,109,"2021-02-14","Mandarin Collar"
1721,204,2,102,"2021-02-14","Windbreaker"
1722,105,1,105,"2021-02-14","Cuban Collar"
1723,184,2,92,"2021-05-02","Denim"
1724,94,1,94,"2021-05-02","Cords"
1725,210,2,105,"2021-05-02","Pleated"
1726,188,2,94,"2021-05-02","Cords"
1727,327,3,109,"2021-05-02","Mandarin Collar"
1728,282,3,94,"2021-05-02","Cords"
1729,186,2,93,"2021-05-02","Joggers"
1730,270,3,90,"2021-05-02","Relaxed Leg"
1731,93,1,93,"2021-05-02","Joggers"
1732,186,2,93,"2021-10-08","Coach"
1733,112,1,112,"2021-10-08","Tracksuit Bottoms"
1734,300,3,100,"2021-10-08","Bomber"
1735,212,2,106,"2021-10-08","Chambray"
1736,182,2,91,"2021-10-08","Linen"
1737,188,2,94,"2021-10-08","Cords"
1738,192,2,96,"2021-03-30","Oxford Cloth"
1739,119,1,119,"2021-03-30","Casual Slim Fit"
1740,273,3,91,"2021-03-30","Linen"
1741,288,3,96,"2021-03-30","Oxford Cloth"
1742,354,3,118,"2021-03-30","Flannel"
1743,97,1,97,"2021-03-30","Slim-Fit"
1744,100,1,100,"2021-03-30","Bomber"
1745,224,2,112,"2021-02-26","Cardigan"
1746,109,1,109,"2021-02-26","Mandarin Collar"
1747,91,1,91,"2021-02-26","Linen"
1748,294,3,98,"2021-02-26","Leather"
1749,97,1,97,"2021-02-26","Slim-Fit"
1750,238,2,119,"2021-02-26","Casual Slim Fit"
1751,357,3,119,"2021-02-26","Trench Coat"
1752,236,2,118,"2021-04-14","Flannel"
1753,184,2,92,"2021-04-14","Denim"
1754,94,1,94,"2021-04-14","Henley"
1755,196,2,98,"2021-04-14","Camp Collared"
1756,357,3,119,"2021-04-01","Casual Slim Fit"
1757,294,3,98,"2021-04-01","Leather"
1758,210,2,105,"2021-04-01","Pleated"
1759,198,2,99,"2021-04-01","High-Waisted"
1760,357,3,119,"2021-04-01","Trench Coat"
1761,91,1,91,"2021-04-01","Linen"
1762,119,1,119,"2021-04-01","Trench Coat"
1763,357,3,119,"2021-02-08","Trench Coat"
1764,190,2,95,"2021-02-08","Polo"
1765,112,1,112,"2021-04-07","Cardigan"
1766,357,3,119,"2021-04-07","Casual Slim Fit"
1767,192,2,96,"2021-04-07","Oxford Cloth"
1768,218,2,109,"2021-04-07","Mandarin Collar"
1769,95,1,95,"2021-04-07","Polo"
1770,210,2,105,"2021-04-07","Cuban Collar"
1771,294,3,98,"2021-04-07","Leather"
1772,354,3,118,"2021-04-07","Flannel"
1773,192,2,96,"2021-04-07","Oxford Cloth"
1774,318,3,106,"2021-05-16","Chambray"
1775,226,2,113,"2021-05-16","Parka"
1776,93,1,93,"2021-05-16","Joggers"
1777,105,1,105,"2021-05-16","Pleated"
1778,186,2,93,"2021-08-03","Joggers"
1779,192,2,96,"2021-08-03","Drawstring"
1780,236,2,118,"2021-08-03","Flannel"
1781,354,3,118,"2021-02-06","Puffer"
1782,113,1,113,"2021-02-06","Parka"
1783,212,2,106,"2021-02-06","Wool"
1784,91,1,91,"2021-02-06","Pullover"
1785,186,2,93,"2021-02-06","Joggers"
1786,90,1,90,"2021-02-06","Relaxed Leg"
1787,91,1,91,"2021-09-30","Pullover"
1788,192,2,96,"2021-09-30","Oxford Cloth"
1789,306,3,102,"2021-09-30","Cargo Pants"
1790,117,1,117,"2021-09-30","Shearling"
1791,318,3,106,"2021-01-25","Wool"
1792,238,2,119,"2021-01-25","Casual Slim Fit"
1793,354,3,118,"2021-03-13","Puffer"
1794,188,2,94,"2021-03-13","Henley"
1795,238,2,119,"2021-03-13","Trench Coat"
1796,100,1,100,"2021-03-13","Bomber"
1797,273,3,91,"2021-04-14","Pullover"
1798,196,2,98,"2021-04-14","Leather"
1799,294,3,98,"2021-04-14","Camp Collared"
1800,98,1,98,"2021-04-14","Leather"
1801,238,2,119,"2021-04-14","Casual Slim Fit"
1802,300,3,100,"2021-04-14","Bomber"
1803,184,2,92,"2021-04-14","Denim"
1804,91,1,91,"2021-07-15","Pullover"
1805,282,3,94,"2021-07-15","Henley"
1806,273,3,91,"2021-07-15","Linen"
